GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBti0060028	5.79137210849085	-0.288531434300718	0.195030557600515	-1.4794165481069	0.139029020065392	NA	chr2L	22169510	22169540	+	transposable_element	NA
FBgn0041249	0.524432254862352	0.0495049255499814	0.0598448701093297	0.827220870553174	0.40811188437184	NA	chr2L	1755252	1756451	-	protein_coding	Gr22f
FBti0019261	6.85685525372369	-0.0217328904313723	0.207794909678311	-0.104588175259044	0.916702598018	NA	chr2L	22346692	22348202	+	transposable_element	NA
FBti0060173	3.37018048234099	0.0432073449454604	0.168276719964806	0.256763650696882	0.797361232040768	NA	chr2L	22254584	22254732	-	transposable_element	NA
FBti0064141	0	NA	NA	NA	NA	NA	chr2L	22076381	22076586	+	transposable_element	NA
FBgn0031364	0.848939449546208	-0.0570449531665538	0.0918954388054655	-0.620759353326697	0.534757970780313	NA	chr2L	1752307	1752848	+	protein_coding	CG17648
FBgn0032311	0.368708123563563	-0.00915363066579315	0.0626406582314827	-0.146129222205277	0.883819378038798	NA	chr2L	10870166	10870722	+	protein_coding	CG12517
FBti0060623	0	NA	NA	NA	NA	NA	chr2L	22389627	22390750	-	transposable_element	NA
FBti0019817	0.341271241346375	-0.0216101318581889	0.0573291698256985	-0.376948278230637	0.706212042379319	NA	chr2L	20209199	20209441	+	transposable_element	NA
FBgn0051616	0	NA	NA	NA	NA	NA	chr2L	21404180	21404495	+	pseudogene	His-Psi:CR31616
FBgn0012016	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr2L	2462592	2462686	+	tRNA	tRNA:Tyr-GTA-1-3
FBgn0265825	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr2L	772513	773093	+	ncRNA	lncRNA:CR44614
FBgn0265071	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr2L	11280056	11280577	-	ncRNA	asRNA:CR44182
FBgn0284084	1.9380177671077	0.0245688174604416	0.134435358229939	0.182755621615698	0.854989770887198	NA	chr2L	7307158	7316265	+	protein_coding	wg
FBgn0051681	0.247504100789087	0.00556952021312275	0.0572502273453388	0.0972838095389016	0.922501013125623	NA	chr2L	2285924	2286873	-	protein_coding	CG31681
FBgn0266836	4.69448689132792	-0.146443405965508	0.183850108895539	-0.7965369552689	0.425720004669556	NA	chr2L	2044516	2045381	-	ncRNA	lncRNA:CR45298
FBgn0083942	0	NA	NA	NA	NA	NA	chr2L	17131023	17173118	+	protein_coding	CG34106
FBti0064053	0	NA	NA	NA	NA	NA	chr2L	22036272	22036421	-	transposable_element	NA
FBti0019161	0	NA	NA	NA	NA	NA	chr2L	12861752	12863158	+	transposable_element	NA
FBgn0266837	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr2L	3508597	3509036	+	ncRNA	lncRNA:CR45299
FBgn0263744	1.15557811684714	-0.0164672414794856	0.109167192528162	-0.150844233492929	0.880098592183606	NA	chr2L	16699920	16700825	-	pseudogene	CR43669
FBgn0265579	0	NA	NA	NA	NA	NA	chr2L	16981866	16982301	-	protein_coding	CG44406
FBgn0031858	1.60769733843035	-0.0122107250538929	0.123517764070456	-0.0988580480369431	0.921250978497283	NA	chr2L	6774040	6778444	+	protein_coding	CG17378
FBgn0265446	0	NA	NA	NA	NA	NA	chr2L	17361038	17361511	+	ncRNA	lncRNA:CR44346
FBti0019250	0	NA	NA	NA	NA	NA	chr2L	22201407	22206551	-	transposable_element	NA
FBti0063395	0.594284078688605	-0.00842274996444645	0.0673761954754213	-0.125010768343533	0.90051502531312	NA	chr2L	20998625	20998687	+	transposable_element	NA
FBgn0265917	0	NA	NA	NA	NA	NA	chr2L	15128558	15128971	+	pseudogene	CR44706
FBgn0267890	0	NA	NA	NA	NA	NA	chrY	3191214	3191491	-	pseudogene	CR46178
FBgn0265047	3.58420919872614	0.12052250933699	0.164039759387182	0.734715228717944	0.462512943731878	NA	chrY	3022288	3024024	+	protein_coding	FDY
FBgn0259857	0	NA	NA	NA	NA	NA	chrY	934057	935745	-	ncRNA	Su(Ste):CR42426
FBgn0058064	0	NA	NA	NA	NA	NA	chrY	702429	704048	+	protein_coding	ARY
FBgn0259869	0	NA	NA	NA	NA	NA	chrY	1000075	1001264	-	ncRNA	Su(Ste):CR42438
FBgn0267884	0	NA	NA	NA	NA	NA	chrY	3164948	3165401	+	pseudogene	CR46172
FBgn0267881	0	NA	NA	NA	NA	NA	chrY	3134940	3135206	+	pseudogene	CR46169
FBgn0259843	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	984513	985930	+	ncRNA	Su(Ste):CR42412
FBgn0267413	0	NA	NA	NA	NA	NA	chrY	3301826	3302701	+	protein_coding	CG45766
FBgn0283435	0	NA	NA	NA	NA	NA	chrY	3250354	3251252	-	pseudogene	CR46279
FBgn0267411	0	NA	NA	NA	NA	NA	chrY	3289208	3290215	+	protein_coding	CG45764
FBgn0267880	0	NA	NA	NA	NA	NA	chrY	3113684	3114094	-	pseudogene	CR46168
FBgn0259856	0	NA	NA	NA	NA	NA	chrY	1033830	1035493	+	ncRNA	Su(Ste):CR42425
FBgn0267445	0	NA	NA	NA	NA	NA	chrY	1003208	1004639	-	ncRNA	Su(Ste):CR45795
FBgn0085644	0.217086950441138	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chrY	3265433	3266598	+	pseudogene	CR41423
FBgn0267444	0	NA	NA	NA	NA	NA	chrY	1005990	1007312	+	ncRNA	Su(Ste):CR45794
FBgn0259848	0.644003011742494	0.0257445375879965	0.0698596220919749	0.368518134182033	0.712486925982737	NA	chrY	1037851	1038828	+	ncRNA	Su(Ste):CR42417
FBgn0046697	0.573401039072381	0.0476174306885858	0.0725366579377044	0.656460223594536	0.511528052385162	NA	chrY	1636573	1884846	+	protein_coding	Ppr-Y
FBgn0267882	0	NA	NA	NA	NA	NA	chrY	3136898	3137576	+	pseudogene	CR46170
FBgn0259851	0	NA	NA	NA	NA	NA	chrY	904858	905678	-	ncRNA	Su(Ste):CR42420
FBgn0259858	0	NA	NA	NA	NA	NA	chrY	939935	940435	+	ncRNA	Su(Ste):CR42427
FBgn0267877	0	NA	NA	NA	NA	NA	chrY	3093854	3094575	-	pseudogene	CR46165
FBgn0259863	0.217086950441138	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chrY	979529	980284	-	ncRNA	Su(Ste):CR42432
FBgn0267420	0	NA	NA	NA	NA	NA	chrY	3323142	3323855	+	pseudogene	CR45773
FBgn0267493	0	NA	NA	NA	NA	NA	chrY	3336399	3337123	+	protein_coding	Mst77Y-9
RR48308_transposable_element	0.175938016569826	0.0141250127904937	0.0569664628363894	0.247953130442055	0.804170670995559	NA	chrY	2238190	2239921	-	transposable_element	NA
FBgn0259841	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chrY	1016351	1017835	-	ncRNA	Su(Ste):CR42410
FBgn0267900	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	3236011	3237041	-	pseudogene	CR46188
FBgn0267419	0	NA	NA	NA	NA	NA	chrY	3318598	3319442	+	pseudogene	CR45772
FBgn0259861	0	NA	NA	NA	NA	NA	chrY	916437	917820	-	ncRNA	Su(Ste):CR42430
FBgn0259853	0	NA	NA	NA	NA	NA	chrY	869891	871230	-	ncRNA	Su(Ste):CR42422
FBgn0267895	0	NA	NA	NA	NA	NA	chrY	3218290	3218817	-	pseudogene	CR46183
FBgn0267424	0	NA	NA	NA	NA	NA	chrY	3358570	3359286	+	pseudogene	CR45777
FBgn0267878	0	NA	NA	NA	NA	NA	chrY	3110838	3111104	+	pseudogene	CR46166
FBgn0267873	0	NA	NA	NA	NA	NA	chrY	3074923	3075180	+	pseudogene	CR46161
FBgn0262795	0	NA	NA	NA	NA	NA	chrY	3364462	3365197	+	pseudogene	CR43176
FBgn0259862	0	NA	NA	NA	NA	NA	chrY	2562677	2563924	+	ncRNA	Su(Ste):CR42431
FBgn0085520	2.32242453931739	0.0452274031173145	0.13725128797387	0.329522613484873	0.741760704416237	NA	chrY	3267087	3268196	-	pseudogene	CR40801
FBgn0267883	0	NA	NA	NA	NA	NA	chrY	3137616	3138026	-	pseudogene	CR46171
FBgn0267897	0	NA	NA	NA	NA	NA	chrY	3229423	3230181	-	pseudogene	CR46185
FBgn0267449	0.894859921864085	0.0810022704663882	0.0923107622308137	0.877495413415072	0.380217608995035	NA	chrY	2273421	2487777	+	protein_coding	WDY
FBgn0267869	0	NA	NA	NA	NA	NA	chrY	3059060	3059480	-	pseudogene	CR46157
FBgn0085523	0	NA	NA	NA	NA	NA	chrY	953255	954313	-	ncRNA	Su(Ste):CR40820
RR48330_transposable_element	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chrY	2269476	2271204	+	transposable_element	NA
FBgn0267896	0	NA	NA	NA	NA	NA	chrY	3228673	3229392	+	pseudogene	CR46184
FBgn0267418	0	NA	NA	NA	NA	NA	chrY	3297270	3298126	+	pseudogene	CR45771
FBgn0259859	0	NA	NA	NA	NA	NA	chrY	941168	942020	+	ncRNA	Su(Ste):CR42428
FBgn0259855	0	NA	NA	NA	NA	NA	chrY	2593621	2595311	+	ncRNA	Su(Ste):CR42424
FBgn0267433	1.36150033080254	0.0740878400697574	0.0981791329269958	0.754619009773164	0.450477614208377	NA	chrY	22249	137486	-	protein_coding	kl-5
FBgn0267426	0	NA	NA	NA	NA	NA	chrY	3370886	3371602	+	pseudogene	CR45779
FBgn0259838	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	892742	894201	-	ncRNA	Su(Ste):CR42407
FBgn0085791	0	NA	NA	NA	NA	NA	chrY	3034051	3035310	-	pseudogene	CR41508
FBgn0085831	0.292005843992902	0.00109554069500201	0.0572602634623613	0.0191326520130691	0.984735283653445	NA	chrY	3024148	3024385	-	pseudogene	CR42201
FBgn0267610	0	NA	NA	NA	NA	NA	chrY	2482593	2483518	+	pseudogene	CR45948
FBgn0267904	0	NA	NA	NA	NA	NA	chrY	3252955	3253357	-	protein_coding	CG46192
FBgn0267898	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chrY	3231309	3231723	+	pseudogene	CR46186
FBgn0267494	0	NA	NA	NA	NA	NA	chrY	3331979	3332699	+	pseudogene	Mst77Y-8Psi
FBgn0267902	0	NA	NA	NA	NA	NA	chrY	3242064	3242646	-	pseudogene	CR46190
FBgn0259846	0	NA	NA	NA	NA	NA	chrY	1032219	1032946	-	ncRNA	Su(Ste):CR42415
FBgn0267489	0.580382768195345	0.0308559971839197	0.0733434150906498	0.420705759961992	0.673969954605088	NA	chrY	146091	192020	-	protein_coding	PRY
FBgn0259845	0.193966989105602	0.00107653745568985	0.0572683073226087	0.0187981364566166	0.985002140453376	NA	chrY	1029771	1031619	-	ncRNA	Su(Ste):CR42414
FBgn0267592	1.45449582974177	-0.097299476166855	0.106808660056464	-0.910969916815903	0.362311224600935	NA	chrY	3649995	3666928	+	protein_coding	CCY
FBgn0267609	0	NA	NA	NA	NA	NA	chrY	346619	347145	-	pseudogene	CR45947
RR48365_transposable_element	2.41566129477183	0.113226289563782	0.146264984621386	0.77411753644848	0.438861287997832	NA	chrY	2037758	2042438	+	transposable_element	NA
FBgn0267871	0	NA	NA	NA	NA	NA	chrY	3071942	3072466	+	pseudogene	CR46159
FBgn0267491	0	NA	NA	NA	NA	NA	chrY	3354104	3354870	+	protein_coding	Mst77Y-13
FBgn0267427	0	NA	NA	NA	NA	NA	chrY	3376223	3376984	+	pseudogene	CR45780
FBgn0267417	0	NA	NA	NA	NA	NA	chrY	3349650	3350374	+	protein_coding	CG45770
FBgn0267432	1.01216797129427	-0.0167050741527888	0.0955494549119312	-0.174831705405185	0.861211874695374	NA	chrY	336380	563165	+	protein_coding	kl-3
FBgn0267446	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chrY	1039233	1040412	-	ncRNA	Su(Ste):CR45796
FBgn0259850	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	903087	904499	-	ncRNA	Su(Ste):CR42419
FBgn0267879	0	NA	NA	NA	NA	NA	chrY	3113043	3113644	+	pseudogene	CR46167
FBgn0259860	0	NA	NA	NA	NA	NA	chrY	2559808	2561503	+	ncRNA	Su(Ste):CR42429
FBgn0058441	0	NA	NA	NA	NA	NA	chrY	1883795	1883972	-	pseudogene	CR40441
FBgn0267888	0	NA	NA	NA	NA	NA	chrY	3185708	3186398	-	pseudogene	CR46176
FBgn0267876	0	NA	NA	NA	NA	NA	chrY	3093051	3093817	+	pseudogene	CR46164
FBgn0267874	0	NA	NA	NA	NA	NA	chrY	3085423	3085676	-	pseudogene	CR46162
FBgn0267412	0	NA	NA	NA	NA	NA	chrY	3293605	3294480	+	protein_coding	CG45765
FBgn0267885	0	NA	NA	NA	NA	NA	chrY	3165389	3166079	-	pseudogene	CR46173
FBgn0267862	0	NA	NA	NA	NA	NA	chrY	3258405	3259223	+	pseudogene	CR46150
FBgn0267893	0	NA	NA	NA	NA	NA	chrY	3205802	3205967	+	pseudogene	CR46181
FBgn0267892	0	NA	NA	NA	NA	NA	chrY	3203880	3204640	-	pseudogene	CR46180
FBgn0046698	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	3539436	3540722	-	protein_coding	Pp1-Y2
FBgn0085790	1.01340927516587	-0.0154863457818902	0.0913228564240045	-0.169577982865411	0.865342038869386	NA	chrY	3026760	3028019	-	pseudogene	CR41507
FBgn0267889	0	NA	NA	NA	NA	NA	chrY	3188366	3188632	-	pseudogene	CR46177
FBgn0267903	0	NA	NA	NA	NA	NA	chrY	3215546	3215855	-	protein_coding	CG46191
FBgn0267887	0	NA	NA	NA	NA	NA	chrY	3185267	3185720	+	pseudogene	CR46175
FBgn0267875	0	NA	NA	NA	NA	NA	chrY	3091729	3091891	-	pseudogene	CR46163
FBgn0267870	0	NA	NA	NA	NA	NA	chrY	3061390	3062109	-	pseudogene	CR46158
FBgn0046323	0.340451966876627	0.00161328180743699	0.0612240745418523	0.0263504482429401	0.978977816983416	NA	chrY	3561744	3618339	+	protein_coding	ORY
FBgn0267422	0	NA	NA	NA	NA	NA	chrY	3340823	3341546	+	pseudogene	CR45775
FBgn0267423	0	NA	NA	NA	NA	NA	chrY	3345246	3345950	+	pseudogene	CR45776
FBgn0267490	0	NA	NA	NA	NA	NA	chrY	3284938	3285868	+	protein_coding	Mst77Y-4
FBgn0085792	8.47075891710796	-0.18490534788779	0.19855413028208	-0.93125913636297	0.351719534398615	NA	chrY	3041349	3042787	-	pseudogene	CR41509
FBgn0267891	0	NA	NA	NA	NA	NA	chrY	3203122	3203840	+	pseudogene	CR46179
FBgn0259875	0	NA	NA	NA	NA	NA	chrY	1007916	1009359	+	ncRNA	Su(Ste):CR42444
FBgn0261399	0	NA	NA	NA	NA	NA	chrY	9832	10786	+	protein_coding	Pp1-Y1
RR48328_transposable_element	2.71092712000188	0.137663630496051	0.131372477953195	1.04788790347014	0.294690256136063	NA	chrY	728584	735996	-	transposable_element	NA
FBgn0267593	0	NA	NA	NA	NA	NA	chrY	2266649	2267259	-	pseudogene	CR45931
FBgn0267492	0	NA	NA	NA	NA	NA	chrY	3327555	3328279	+	protein_coding	Mst77Y-7
FBgn0267608	0	NA	NA	NA	NA	NA	chrY	335385	335911	-	pseudogene	CR45946
FBgn0259847	0	NA	NA	NA	NA	NA	chrY	1035826	1036823	+	ncRNA	Su(Ste):CR42416
FBgn0085673	0	NA	NA	NA	NA	NA	chrY	896182	897725	-	ncRNA	Su(Ste):CR41533
FBgn0085789	8.34521429745604	0.116896584537807	0.207072799730277	0.564519264191484	0.572400793484866	NA	chrY	3047605	3048886	+	pseudogene	CR41506
FBgn0267886	0	NA	NA	NA	NA	NA	chrY	3167771	3168037	-	pseudogene	CR46174
FBgn0001313	2.31191409500671	0.101769667382122	0.135944119079972	0.74861397514558	0.454089906446173	NA	chrY	573087	664173	+	protein_coding	kl-2
FBgn0267905	0	NA	NA	NA	NA	NA	chrY	3263179	3263488	+	protein_coding	CG46193
FBgn0085788	0	NA	NA	NA	NA	NA	chrY	3050501	3051290	+	pseudogene	CR41504
FBgn0085500	0	NA	NA	NA	NA	NA	chrY	3212118	3212805	+	pseudogene	CR40601
FBgn0267863	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	3264144	3264418	+	pseudogene	CR46151
FBgn0267901	0	NA	NA	NA	NA	NA	chrY	3241622	3242076	+	pseudogene	CR46189
FBgn0267864	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	3272834	3273532	+	pseudogene	CR46152
FBgn0085505	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	1122987	1123872	+	ncRNA	lncRNA:CR40629
FBgn0267899	0	NA	NA	NA	NA	NA	chrY	3060611	3061377	+	pseudogene	CR46187
FBgn0267894	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chrY	3212761	3213536	-	pseudogene	CR46182
FBgn0259852	0	NA	NA	NA	NA	NA	chrY	906804	907496	-	ncRNA	Su(Ste):CR42421
FBgn0267872	0	NA	NA	NA	NA	NA	chrY	3084617	3085392	+	pseudogene	CR46160
FBti0059766	0.222223145792538	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	297091	299241	+	transposable_element	NA
FBti0063420	1.96376695945443	-0.0490724205211454	0.131768140009372	-0.372414913936367	0.709583951523922	NA	chr4	213914	214227	-	transposable_element	NA
FBti0063379	0.332506126204515	0.00361425030584788	0.0573339616329493	0.0630385586990521	0.949735799962674	NA	chr4	259770	259838	+	transposable_element	NA
FBti0062007	0	NA	NA	NA	NA	NA	chr4	1137259	1137408	-	transposable_element	NA
FBti0061444	1.90603306010254	0.0341016888984043	0.131501744870569	0.25932499170995	0.795384498192823	NA	chr4	1041512	1041596	+	transposable_element	NA
FBti0062678	0.22140387132279	0.0136299699046294	0.0574180887234482	0.237381114691531	0.812361139371649	NA	chr4	1277576	1278360	-	transposable_element	NA
FBti0059679	0	NA	NA	NA	NA	NA	chr4	207567	209304	-	transposable_element	NA
FBti0062199	0	NA	NA	NA	NA	NA	chr4	12244	12279	+	transposable_element	NA
FBti0063446	2.18341114722779	0.0512037588425478	0.138140971028727	0.370663087578122	0.710888486711994	NA	chr4	580318	582672	+	transposable_element	NA
FBti0020435	0.292005843992902	0.00109554069500201	0.0572602634623613	0.0191326520130691	0.984735283653445	NA	chr4	847675	849074	+	transposable_element	NA
FBti0063469	0.222223145792538	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	836143	836628	+	transposable_element	NA
FBti0020419	0	NA	NA	NA	NA	NA	chr4	374065	374746	-	transposable_element	NA
FBti0063448	0	NA	NA	NA	NA	NA	chr4	591584	596162	+	transposable_element	NA
FBti0019475	0	NA	NA	NA	NA	NA	chr4	128085	128439	-	transposable_element	NA
FBgn0052006	2.40846864220719	-0.0604082413287829	0.149039239144586	-0.405317698047154	0.685243999009762	NA	chr4	150763	153538	+	protein_coding	CG32006
FBti0059978	0.217086950441138	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr4	628566	628663	-	transposable_element	NA
FBti0064017	0	NA	NA	NA	NA	NA	chr4	511696	511750	+	transposable_element	NA
FBti0061408	0	NA	NA	NA	NA	NA	chr4	1002982	1003518	-	transposable_element	NA
FBti0062658	2.77260843829729	-0.134038713125956	0.157514731977206	-0.850959852728903	0.394791654860426	NA	chr4	1156957	1161515	-	transposable_element	NA
FBti0059988	0.91492368701056	0.0328943293661832	0.0919545765635055	0.357723678314866	0.720550111411511	NA	chr4	640787	641154	-	transposable_element	NA
FBgn0266726	0.484403409784897	-0.0463078577539879	0.069460905541564	-0.666675123120562	0.504979672314414	NA	chr4	597623	598274	-	ncRNA	lncRNA:CR45199
FBgn0267363	1.31147100429958	0.0366506926034938	0.119122533034123	0.307672206676424	0.758331770344045	NA	chr4	878	5039	+	protein_coding	JYalpha
FBti0020426	1.09892867886244	0.0428671408549799	0.103730411468191	0.413255285969104	0.679419586215201	NA	chr4	626876	627200	-	transposable_element	NA
FBgn0083990	1.62821143949327	0.0390118931917357	0.121403844777777	0.321339849352753	0.747952860954703	NA	chr4	975167	977261	+	ncRNA	lncRNA:sphinx
FBti0062026	1.79885468221524	-0.00277534714636751	0.133512398987264	-0.0207871865640902	0.983415419172509	NA	chr4	1184915	1185212	-	transposable_element	NA
FBti0062902	2.49882364353584	-0.0285722545828022	0.144036103231479	-0.198368700220139	0.842756604423426	NA	chr4	187214	187614	+	transposable_element	NA
FBti0102119	2.09961471778948	0.0213037093270231	0.130336475970947	0.163451629087868	0.870162855279849	NA	chr4	1282539	1288109	-	transposable_element	NA
FBti0020448	0	NA	NA	NA	NA	NA	chr4	1274140	1274608	-	transposable_element	NA
FBti0061549	0	NA	NA	NA	NA	NA	chr4	976585	976791	+	transposable_element	NA
FBti0063974	0	NA	NA	NA	NA	NA	chr4	436340	436666	-	transposable_element	NA
FBti0063413	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	343609	343693	+	transposable_element	NA
FBgn0005561	7.0671486520165	-0.0491215030987817	0.205357149431644	-0.239200355257816	0.81095022720372	NA	chr4	1088797	1113317	+	protein_coding	sv
FBti0060138	0.815126149970515	-0.0210914538649517	0.0937986303064798	-0.22485886836553	0.822089068171553	NA	chr4	781703	782116	-	transposable_element	NA
FBti0060037	0	NA	NA	NA	NA	NA	chr4	723116	723280	-	transposable_element	NA
FBti0064132	0	NA	NA	NA	NA	NA	chr4	431270	431339	-	transposable_element	NA
FBti0064015	0	NA	NA	NA	NA	NA	chr4	500524	500685	+	transposable_element	NA
FBti0062215	0	NA	NA	NA	NA	NA	chr4	31705	31843	+	transposable_element	NA
FBgn0264820	0.193966989105602	0.00107653745568985	0.0572683073226087	0.0187981364566166	0.985002140453376	NA	chr4	637332	637787	+	pseudogene	CR44028
FBti0060754	0	NA	NA	NA	NA	NA	chr4	839625	839915	-	transposable_element	NA
FBti0064178	0.292005843992902	0.00109554069500201	0.0572602634623613	0.0191326520130691	0.984735283653445	NA	chr4	576602	576671	-	transposable_element	NA
FBti0061390	0	NA	NA	NA	NA	NA	chr4	995977	996018	-	transposable_element	NA
FBti0062733	0.550557188194801	0.00362698165140314	0.0781234377688105	0.0464262935040879	0.962970479917804	NA	chr4	149178	149603	-	transposable_element	NA
FBti0062100	1.46089876742627	-0.0101733772842144	0.107440111955187	-0.0946888187203089	0.924561999440004	NA	chr4	1183283	1183410	-	transposable_element	NA
FBti0061409	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	1003664	1003870	-	transposable_element	NA
FBti0060962	0.999382548414196	-0.00343213533275621	0.0951623533298994	-0.0360661040070964	0.971229649818219	NA	chr4	952875	953086	+	transposable_element	NA
FBti0063414	0	NA	NA	NA	NA	NA	chr4	350234	350311	+	transposable_element	NA
FBti0064066	0.891828429541176	-0.0321971334136043	0.0980350585831331	-0.328424686830797	0.742590579834949	NA	chr4	548816	549176	-	transposable_element	NA
FBti0020420	1.87138488929162	-0.103865665040251	0.116850407319011	-0.888877218516572	0.374069070181921	NA	chr4	414007	414630	-	transposable_element	NA
FBti0063518	0.74076905645963	-0.0129579978767472	0.0790378236666986	-0.163946795035639	0.869773028348132	NA	chr4	1247284	1247633	+	transposable_element	NA
FBti0062813	0.443627017115328	0.00044923770202769	0.0670547338335046	0.00669956729890446	0.994654558675819	NA	chr4	101067	101426	-	transposable_element	NA
FBti0062909	0.149837787103529	0.0244994449775616	0.0572188573433555	0.428170818416502	0.668526760313674	NA	chr4	213335	213384	+	transposable_element	NA
FBti0062051	0	NA	NA	NA	NA	NA	chr4	1248995	1249053	-	transposable_element	NA
FBti0063549	0.866925082186744	0.0160392276025493	0.0920407412857112	0.174262260152389	0.861659357430332	NA	chr4	367339	368083	-	transposable_element	NA
FBti0060764	0	NA	NA	NA	NA	NA	chr4	845261	845612	+	transposable_element	NA
FBti0063991	0.543826865663641	0.0375732500523103	0.0725670309442493	0.51777301018663	0.604616651447056	NA	chr4	459195	459640	-	transposable_element	NA
FBtr0445478_df_nrg	0	NA	NA	NA	NA	NA	chr4	400743	400765	-	miRNA	NA
FBti0061411	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr4	1004980	1005415	-	transposable_element	NA
FBti0064176	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	711350	712236	-	transposable_element	NA
FBti0062228	0	NA	NA	NA	NA	NA	chr4	100935	101029	-	transposable_element	NA
FBti0061387	0	NA	NA	NA	NA	NA	chr4	994289	994374	+	transposable_element	NA
FBti0059991	0.247504100789087	0.00556952021312275	0.0572502273453388	0.0972838095389016	0.922501013125623	NA	chr4	641864	641983	+	transposable_element	NA
FBti0064064	0	NA	NA	NA	NA	NA	chr4	544349	544682	-	transposable_element	NA
FBti0060018	0	NA	NA	NA	NA	NA	chr4	705994	706173	+	transposable_element	NA
FBti0062632	1.21100596885383	-0.0315433962928413	0.106586669716613	-0.295941287749278	0.767274919474558	NA	chr4	1227678	1227905	+	transposable_element	NA
FBti0063975	1.72587775317882	0.0346840704182667	0.130999778987276	0.264764343011874	0.791191007017055	NA	chr4	448778	449248	+	transposable_element	NA
FBti0062112	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	1269211	1269359	-	transposable_element	NA
FBti0114519	0	NA	NA	NA	NA	NA	chr4	1314184	1314195	-	transposable_element	NA
FBti0061381	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	981999	982431	-	transposable_element	NA
FBti0064153	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr4	527165	527206	+	transposable_element	NA
FBti0019517	0.570602317312189	-0.0137364708747803	0.0660657461537342	-0.207921225059893	0.835290476123498	NA	chr4	1171109	1171849	-	transposable_element	NA
FBti0063541	0.340451966876627	0.00161328180743699	0.0612240745418523	0.0263504482429401	0.978977816983416	NA	chr4	1194731	1194876	-	transposable_element	NA
FBti0059638	0	NA	NA	NA	NA	NA	chr4	681590	682171	+	transposable_element	NA
FBti0061473	0	NA	NA	NA	NA	NA	chr4	1085175	1085750	-	transposable_element	NA
FBti0061440	0.842985061589557	0.0408019353618497	0.0896347349284561	0.45520227615351	0.648963723136056	NA	chr4	1023737	1025027	+	transposable_element	NA
FBti0061418	0	NA	NA	NA	NA	NA	chr4	1020298	1020618	-	transposable_element	NA
FBti0060877	0.754486174554127	-0.000234583288542865	0.0869259717967651	-0.00269865592174598	0.99784678671867	NA	chr4	782556	782708	-	transposable_element	NA
FBti0114520	0	NA	NA	NA	NA	NA	chr4	1314195	1314209	-	transposable_element	NA
FBti0020422	0.67015937132095	-0.0412977053589702	0.0702274845639068	-0.588056166548147	0.556494593526169	NA	chr4	454065	455145	+	transposable_element	NA
FBti0060774	0	NA	NA	NA	NA	NA	chr4	867208	867262	+	transposable_element	NA
